Name,ShortName,Region,State,Code,Visitors,Year,Area,PersonAcre
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9316420,2002,522426.88,17.83296449
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9366845,2003,522426.88,17.92948518
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9167046,2004,522426.88,17.54704122
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9192477,2005,522426.88,17.59571981
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9289215,2006,522426.88,17.78089022
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9372253,2007,522426.88,17.93983686
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9044010,2008,522426.88,17.31153267
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9491437,2009,522426.88,18.16797214
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9463538,2010,522426.88,18.11456945
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9008830,2011,522426.88,17.2441931
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9685829,2012,522426.88,18.54006632
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,9354695,2013,522426.88,17.90622833
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,10099276,2014,522426.88,19.33146319
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,10712674,2015,522426.88,20.50559496
Great Smoky Mountains National Park,Great Smoky Mountains,SE,NC,GRSM,11312786,2016,522426.88,21.65429543
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,27100,1971,86367.1,0.31377689
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,39068,1972,86367.1,0.452348174
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,45100,1973,86367.1,0.522189584
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,37500,1974,86367.1,0.434193113
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,50300,1975,86367.1,0.582397695
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,81400,1976,86367.1,0.942488517
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,92200,1977,86367.1,1.067536134
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,108755,1978,86367.1,1.25921792
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,110478,1979,86367.1,1.279167646
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,113825,1980,86367.1,1.317920829
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,142641,1981,86367.1,1.651566395
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,140620,1982,86367.1,1.628166281
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,142736,1983,86367.1,1.652666351
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,151862,1984,86367.1,1.758331587
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,147758,1985,86367.1,1.710813493
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,163313,1986,86367.1,1.890916796
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,156344,1987,86367.1,1.810226348
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,178910,1988,86367.1,2.071506395
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,168872,1989,86367.1,1.955281583
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,192890,1990,86367.1,2.233373588
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,200398,1991,86367.1,2.320304838
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,175120,1992,86367.1,2.027623945
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,201054,1993,86367.1,2.327900323
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,203520,1994,86367.1,2.356452862
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,208972,1995,86367.1,2.419578752
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,223485,1996,86367.1,2.587617276
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,231980,1997,86367.1,2.685976489
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,227924,1998,86367.1,2.639014162
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,219591,1999,86367.1,2.542530663
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,198762,2.00E+03,86367.1,2.30136244
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,222307,2001,86367.1,2.573977823
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,202911,2002,86367.1,2.349401566
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,181357,2003,86367.1,2.099838943
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,182351,2004,86367.1,2.111347955
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,170383,2005,86367.1,1.972776671
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,174157,2006,86367.1,2.016473866
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,165110,2007,86367.1,1.91172333
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,163709,2008,86367.1,1.895501875
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,198882,2009,86367.1,2.302751858
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,192210,2010,86367.1,2.225500219
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,152546,2011,86367.1,1.766251269
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,159360,2012,86367.1,1.845147053
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,145670,2013,86367.1,1.68663762
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,166868,2014,86367.1,1.932078303
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,169535,2015,86367.1,1.962958117
Guadalupe Mountains National Park,Guadalupe Mountains,IM,TX,GUMO,181839,2016,86367.1,2.105419772
Haleakala National Park,Haleakala,PW,HI,HALE,62100,1960,33246.62,1.867859049
Haleakala National Park,Haleakala,PW,HI,HALE,65800,1961,33246.62,1.979148557
Haleakala National Park,Haleakala,PW,HI,HALE,71200,1962,33246.62,2.141571083
Haleakala National Park,Haleakala,PW,HI,HALE,72100,1963,33246.62,2.168641504
Haleakala National Park,Haleakala,PW,HI,HALE,87600,1964,33246.62,2.63485431
Haleakala National Park,Haleakala,PW,HI,HALE,90100,1965,33246.62,2.710049924
Haleakala National Park,Haleakala,PW,HI,HALE,95500,1966,33246.62,2.87247245
Haleakala National Park,Haleakala,PW,HI,HALE,102700,1967,33246.62,3.089035818
Haleakala National Park,Haleakala,PW,HI,HALE,132700,1968,33246.62,3.991383184
Haleakala National Park,Haleakala,PW,HI,HALE,146800,1969,33246.62,4.415486446
Haleakala National Park,Haleakala,PW,HI,HALE,197400,1970,33246.62,5.937445671
Haleakala National Park,Haleakala,PW,HI,HALE,222800,1971,33246.62,6.701433108
Haleakala National Park,Haleakala,PW,HI,HALE,271326,1972,33246.62,8.161010052
Haleakala National Park,Haleakala,PW,HI,HALE,360600,1973,33246.62,10.84621534
Haleakala National Park,Haleakala,PW,HI,HALE,433500,1974,33246.62,13.03891945
Haleakala National Park,Haleakala,PW,HI,HALE,524900,1975,33246.62,15.78807109
Haleakala National Park,Haleakala,PW,HI,HALE,650300,1976,33246.62,19.55988308
Haleakala National Park,Haleakala,PW,HI,HALE,626500,1977,33246.62,18.84402084
Haleakala National Park,Haleakala,PW,HI,HALE,712751,1978,33246.62,21.43829959
Haleakala National Park,Haleakala,PW,HI,HALE,673955,1979,33246.62,20.27138398
Haleakala National Park,Haleakala,PW,HI,HALE,560238,1980,33246.62,16.85097613
Haleakala National Park,Haleakala,PW,HI,HALE,631684,1981,33246.62,18.99994646
Haleakala National Park,Haleakala,PW,HI,HALE,771762,1982,33246.62,23.21324694
Haleakala National Park,Haleakala,PW,HI,HALE,864289,1983,33246.62,25.99629677
Haleakala National Park,Haleakala,PW,HI,HALE,1003821,1984,33246.62,30.19317452
Haleakala National Park,Haleakala,PW,HI,HALE,1194651,1985,33246.62,35.93300612
Haleakala National Park,Haleakala,PW,HI,HALE,1281219,1986,33246.62,38.53681968
Haleakala National Park,Haleakala,PW,HI,HALE,1333900,1987,33246.62,40.12137174
Haleakala National Park,Haleakala,PW,HI,HALE,1314683,1988,33246.62,39.54335809
Haleakala National Park,Haleakala,PW,HI,HALE,1367761,1989,33246.62,41.13985121
Haleakala National Park,Haleakala,PW,HI,HALE,1260601,1990,33246.62,37.91666642
Haleakala National Park,Haleakala,PW,HI,HALE,1228332,1991,33246.62,36.94607151
Haleakala National Park,Haleakala,PW,HI,HALE,1183124,1992,33246.62,35.58629419
Haleakala National Park,Haleakala,PW,HI,HALE,1317433,1993,33246.62,39.62607327
Haleakala National Park,Haleakala,PW,HI,HALE,1527329,1994,33246.62,45.93937669
Haleakala National Park,Haleakala,PW,HI,HALE,1594596,1995,33246.62,47.96265004
Haleakala National Park,Haleakala,PW,HI,HALE,1553344,1996,33246.62,46.72186225
Haleakala National Park,Haleakala,PW,HI,HALE,1673561,1997,33246.62,50.3377787
Haleakala National Park,Haleakala,PW,HI,HALE,1476842,1998,33246.62,44.42081631
Haleakala National Park,Haleakala,PW,HI,HALE,1963187,1999,33246.62,59.04922064
Haleakala National Park,Haleakala,PW,HI,HALE,1620083,2.00E+03,33246.62,48.72925428
Haleakala National Park,Haleakala,PW,HI,HALE,1410974,2001,33246.62,42.43962243
Haleakala National Park,Haleakala,PW,HI,HALE,1521080,2002,33246.62,45.75141774
Haleakala National Park,Haleakala,PW,HI,HALE,1444668,2003,33246.62,43.45307884
Haleakala National Park,Haleakala,PW,HI,HALE,1455477,2004,33246.62,43.7781946
Haleakala National Park,Haleakala,PW,HI,HALE,1474681,2005,33246.62,44.35581722
Haleakala National Park,Haleakala,PW,HI,HALE,1426068,2006,33246.62,42.89362347
Haleakala National Park,Haleakala,PW,HI,HALE,1322817,2007,33246.62,39.78801454
Haleakala National Park,Haleakala,PW,HI,HALE,1185068,2008,33246.62,35.6447663
Haleakala National Park,Haleakala,PW,HI,HALE,1109104,2009,33246.62,33.35990245
Haleakala National Park,Haleakala,PW,HI,HALE,1105606,2010,33246.62,33.25468875
Haleakala National Park,Haleakala,PW,HI,HALE,956989,2011,33246.62,28.78455013
Haleakala National Park,Haleakala,PW,HI,HALE,1094668,2012,33246.62,32.9256929
Haleakala National Park,Haleakala,PW,HI,HALE,785300,2013,33246.62,23.62044623
Haleakala National Park,Haleakala,PW,HI,HALE,1142040,2014,33246.62,34.35055955
Haleakala National Park,Haleakala,PW,HI,HALE,1216772,2015,33246.62,36.59836699
Haleakala National Park,Haleakala,PW,HI,HALE,1263558,2016,33246.62,38.00560779
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,16071,1921,323431.38,0.049689056
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,27750,1922,323431.38,0.085798725
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,41150,1923,323431.38,0.127229461
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,52110,1924,323431.38,0.161116092
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,64155,1925,323431.38,0.198357376
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,35000,1926,323431.38,0.108214608
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,37551,1927,323431.38,0.116101907
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,78414,1928,323431.38,0.242444008
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,109857,1929,323431.38,0.33966092
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,89578,1930,323431.38,0.276961376
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,124932,1931,323431.38,0.386270497
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,139663,1932,323431.38,0.43181648
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,237690,1933,323431.38,0.734900862
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,240997,1934,323431.38,0.745125597
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,207208,1935,323431.38,0.640655214
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,186049,1936,323431.38,0.575234846
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,203165,1937,323431.38,0.628154881
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,195986,1938,323431.38,0.605958519
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,226741,1939,323431.38,0.701048241
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,287810,1940,323431.38,0.889864181
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,271824,1941,323431.38,0.840437932
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,337926,1942,323431.38,1.044815132
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,394140,1943,323431.38,1.21862016
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,402475,1944,323431.38,1.244390696
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,368629,1945,323431.38,1.139744078
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,405755,1946,323431.38,1.25453195
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,382482,1947,323431.38,1.18257542
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,387753,1948,323431.38,1.19887254
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,350504,1949,323431.38,1.08370437
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,362245,1950,323431.38,1.120005734
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,498023,1951,323431.38,1.539810392
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,694632,1952,323431.38,2.147695131
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,416942,1953,323431.38,1.289120431
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,444600,1954,323431.38,1.374634706
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,416700,1955,323431.38,1.288372204
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,521400,1956,323431.38,1.612088475
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,517300,1957,323431.38,1.599411906
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,461300,1958,323431.38,1.426268533
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,786000,1959,323431.38,2.430190911
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,709100,1960,323431.38,2.192427958
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,769600,1961,323431.38,2.379484638
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,421600,1962,323431.38,1.303522249
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,494700,1963,323431.38,1.529536188
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,517900,1964,323431.38,1.601267014
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,573900,1965,323431.38,1.774410387
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,607600,1966,323431.38,1.878605595
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,786200,1967,323431.38,2.43080928
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,918000,1968,323431.38,2.838314575
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,719900,1969,323431.38,2.225819894
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,822300,1970,323431.38,2.542424919
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,956700,1971,323431.38,2.957969013
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1365104,1972,323431.38,4.220691264
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1236500,1973,323431.38,3.823067508
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1164900,1974,323431.38,3.601691339
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1353900,1975,323431.38,4.186050222
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1430500,1976,323431.38,4.422885621
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1446200,1977,323431.38,4.471427602
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1728256,1978,323431.38,5.343501302
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1632589,1979,323431.38,5.047713676
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1692338,1980,323431.38,5.232448379
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1931852,1981,323431.38,5.972988768
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1995397,1982,323431.38,6.169460119
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,2247974,1983,323431.38,6.950389291
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,2008608,1984,323431.38,6.210306495
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,816652,1985,323431.38,2.524962173
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,898023,1986,323431.38,2.776548769
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1006058,1987,323431.38,3.110576345
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,983007,1988,323431.38,3.039306205
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1056188,1989,323431.38,3.265570583
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1096816,1990,323431.38,3.3911861
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1238653,1991,323431.38,3.829724252
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1151661,1992,323431.38,3.56075839
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1143741,1993,323431.38,3.53627097
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1174289,1994,323431.38,3.63072068
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1175028,1995,323431.38,3.633005554
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1231557,1996,323431.38,3.807784514
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1832087,1997,323431.38,5.664530758
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1352373,1998,323431.38,4.181328973
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1502855,1999,323431.38,4.646596134
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1514636,2.00E+03,323431.38,4.683021171
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1343286,2001,323431.38,4.153233369
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1110998,2002,323431.38,3.435034659
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1122524,2003,323431.38,3.470671275
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1307391,2004,323431.38,4.042251559
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1661196,2005,323431.38,5.136162113
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1612246,2006,323431.38,4.984816254
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1467779,2007,323431.38,4.538146546
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1270538,2008,323431.38,3.92830776
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1233105,2009,323431.38,3.812570691
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1304667,2010,323431.38,4.033829371
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1352123,2011,323431.38,4.180556012
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1483928,2012,323431.38,4.588076766
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1583209,2013,323431.38,4.895038323
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1693005,2014,323431.38,5.23451064
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1832660,2015,323431.38,5.666302385
Hawai'i Volcanoes National Park,Hawai'I Volcanoes,PW,HI,HAVO,1887580,2016,323431.38,5.836106565
Hot Springs National Park,Hot Springs,MW,AR,HOSP,101000,1904,5549.1,18.20114974
Hot Springs National Park,Hot Springs,MW,AR,HOSP,109000,1905,5549.1,19.64282496
Hot Springs National Park,Hot Springs,MW,AR,HOSP,120000,1910,5549.1,21.6251284
Hot Springs National Park,Hot Springs,MW,AR,HOSP,130000,1911,5549.1,23.42722243
Hot Springs National Park,Hot Springs,MW,AR,HOSP,135000,1912,5549.1,24.32826945
Hot Springs National Park,Hot Springs,MW,AR,HOSP,135000,1913,5549.1,24.32826945
Hot Springs National Park,Hot Springs,MW,AR,HOSP,125000,1914,5549.1,22.52617542
Hot Springs National Park,Hot Springs,MW,AR,HOSP,115000,1915,5549.1,20.72408138
Hot Springs National Park,Hot Springs,MW,AR,HOSP,118740,1916,5549.1,21.39806455
Hot Springs National Park,Hot Springs,MW,AR,HOSP,135000,1917,5549.1,24.32826945
Hot Springs National Park,Hot Springs,MW,AR,HOSP,140000,1918,5549.1,25.22931647
Hot Springs National Park,Hot Springs,MW,AR,HOSP,160490,1919,5549.1,28.92180714
Hot Springs National Park,Hot Springs,MW,AR,HOSP,162850,1920,5549.1,29.34710133
Hot Springs National Park,Hot Springs,MW,AR,HOSP,130968,1921,5549.1,23.60166513
Hot Springs National Park,Hot Springs,MW,AR,HOSP,106164,1922,5549.1,19.13175109
Hot Springs National Park,Hot Springs,MW,AR,HOSP,112000,1923,5549.1,20.18345317
Hot Springs National Park,Hot Springs,MW,AR,HOSP,164175,1924,5549.1,29.58587879
Hot Springs National Park,Hot Springs,MW,AR,HOSP,265500,1925,5549.1,47.84559658
Hot Springs National Park,Hot Springs,MW,AR,HOSP,260000,1926,5549.1,46.85444486
Hot Springs National Park,Hot Springs,MW,AR,HOSP,181523,1927,5549.1,32.71215152
Hot Springs National Park,Hot Springs,MW,AR,HOSP,199099,1928,5549.1,35.87951199
Hot Springs National Park,Hot Springs,MW,AR,HOSP,184517,1929,5549.1,33.25169847
Hot Springs National Park,Hot Springs,MW,AR,HOSP,167062,1930,5549.1,30.10614334
Hot Springs National Park,Hot Springs,MW,AR,HOSP,153394,1931,5549.1,27.64304121
Hot Springs National Park,Hot Springs,MW,AR,HOSP,201762,1932,5549.1,36.35940963
Hot Springs National Park,Hot Springs,MW,AR,HOSP,151638,1933,5549.1,27.3265935
Hot Springs National Park,Hot Springs,MW,AR,HOSP,205565,1934,5549.1,37.04474599
Hot Springs National Park,Hot Springs,MW,AR,HOSP,247387,1935,5549.1,44.58146366
Hot Springs National Park,Hot Springs,MW,AR,HOSP,273083,1936,5549.1,49.21212449
Hot Springs National Park,Hot Springs,MW,AR,HOSP,185935,1937,5549.1,33.50723541
Hot Springs National Park,Hot Springs,MW,AR,HOSP,121909,1938,5549.1,21.96914815
Hot Springs National Park,Hot Springs,MW,AR,HOSP,178755,1939,5549.1,32.21333189
Hot Springs National Park,Hot Springs,MW,AR,HOSP,182583,1940,5549.1,32.90317349
Hot Springs National Park,Hot Springs,MW,AR,HOSP,208107,1941,5549.1,37.5028383
Hot Springs National Park,Hot Springs,MW,AR,HOSP,166661,1942,5549.1,30.03387937
Hot Springs National Park,Hot Springs,MW,AR,HOSP,195842,1943,5549.1,35.29256997
Hot Springs National Park,Hot Springs,MW,AR,HOSP,254834,1944,5549.1,45.92348309
Hot Springs National Park,Hot Springs,MW,AR,HOSP,278626,1945,5549.1,50.21102521
Hot Springs National Park,Hot Springs,MW,AR,HOSP,288275,1946,5549.1,51.94986574
Hot Springs National Park,Hot Springs,MW,AR,HOSP,300820,1947,5549.1,54.21059271
Hot Springs National Park,Hot Springs,MW,AR,HOSP,304021,1948,5549.1,54.78744301
Hot Springs National Park,Hot Springs,MW,AR,HOSP,314949,1949,5549.1,56.75677137
Hot Springs National Park,Hot Springs,MW,AR,HOSP,294955,1950,5549.1,53.15366456
Hot Springs National Park,Hot Springs,MW,AR,HOSP,307426,1951,5549.1,55.40105603
Hot Springs National Park,Hot Springs,MW,AR,HOSP,326016,1952,5549.1,58.75114883
Hot Springs National Park,Hot Springs,MW,AR,HOSP,338828,1953,5549.1,61.05999171
Hot Springs National Park,Hot Springs,MW,AR,HOSP,363100,1954,5549.1,65.43403435
Hot Springs National Park,Hot Springs,MW,AR,HOSP,372600,1955,5549.1,67.14602368
Hot Springs National Park,Hot Springs,MW,AR,HOSP,382100,1956,5549.1,68.85801301
Hot Springs National Park,Hot Springs,MW,AR,HOSP,363500,1957,5549.1,65.50611811
Hot Springs National Park,Hot Springs,MW,AR,HOSP,384800,1958,5549.1,69.3445784
Hot Springs National Park,Hot Springs,MW,AR,HOSP,404700,1959,5549.1,72.93074553
Hot Springs National Park,Hot Springs,MW,AR,HOSP,719100,1960,5549.1,129.5885819
Hot Springs National Park,Hot Springs,MW,AR,HOSP,891300,1961,5549.1,160.6206412
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1874000,1962,5549.1,337.7124218
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1870600,1963,5549.1,337.0997099
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1787300,1964,5549.1,322.0882666
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1809400,1965,5549.1,326.0708944
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1763700,1966,5549.1,317.8353246
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1981300,1967,5549.1,357.0488908
Hot Springs National Park,Hot Springs,MW,AR,HOSP,1913900,1968,5549.1,344.902777
