Name,ShortName,Region,State,Code,Visitors,Year,Area,PersonAcre
Acadia National Park,Acadia,NE,ME,ACAD,64000,1919,49057.36,1.304595274
Acadia National Park,Acadia,NE,ME,ACAD,66500,1920,49057.36,1.355556027
Acadia National Park,Acadia,NE,ME,ACAD,69836,1921,49057.36,1.423558055
Acadia National Park,Acadia,NE,ME,ACAD,73779,1922,49057.36,1.503933355
Acadia National Park,Acadia,NE,ME,ACAD,64200,1923,49057.36,1.308672134
Acadia National Park,Acadia,NE,ME,ACAD,71758,1924,49057.36,1.462736682
Acadia National Park,Acadia,NE,ME,ACAD,73673,1925,49057.36,1.501772619
Acadia National Park,Acadia,NE,ME,ACAD,101256,1926,49057.36,2.064032798
Acadia National Park,Acadia,NE,ME,ACAD,123699,1927,49057.36,2.521517668
Acadia National Park,Acadia,NE,ME,ACAD,134897,1928,49057.36,2.749781073
Acadia National Park,Acadia,NE,ME,ACAD,149554,1929,49057.36,3.048553775
Acadia National Park,Acadia,NE,ME,ACAD,154734,1930,49057.36,3.154144455
Acadia National Park,Acadia,NE,ME,ACAD,162238,1931,49057.36,3.30710825
Acadia National Park,Acadia,NE,ME,ACAD,237596,1932,49057.36,4.843228417
Acadia National Park,Acadia,NE,ME,ACAD,262712,1933,49057.36,5.355200524
Acadia National Park,Acadia,NE,ME,ACAD,275956,1934,49057.36,5.625170209
Acadia National Park,Acadia,NE,ME,ACAD,316114,1935,49057.36,6.443762975
Acadia National Park,Acadia,NE,ME,ACAD,340393,1936,49057.36,6.938673422
Acadia National Park,Acadia,NE,ME,ACAD,383036,1937,49057.36,7.807921176
Acadia National Park,Acadia,NE,ME,ACAD,394319,1938,49057.36,8.037917246
Acadia National Park,Acadia,NE,ME,ACAD,396468,1939,49057.36,8.081723109
Acadia National Park,Acadia,NE,ME,ACAD,382084,1940,49057.36,7.788515322
Acadia National Park,Acadia,NE,ME,ACAD,409961,1941,49057.36,8.356768485
Acadia National Park,Acadia,NE,ME,ACAD,36544,1942,49057.36,0.744923901
Acadia National Park,Acadia,NE,ME,ACAD,8246,1943,49057.36,0.168088947
Acadia National Park,Acadia,NE,ME,ACAD,12916,1944,49057.36,0.263283634
Acadia National Park,Acadia,NE,ME,ACAD,20200,1945,49057.36,0.411762883
Acadia National Park,Acadia,NE,ME,ACAD,382390,1946,49057.36,7.794752918
Acadia National Park,Acadia,NE,ME,ACAD,434069,1947,49057.36,8.848193217
Acadia National Park,Acadia,NE,ME,ACAD,420846,1948,49057.36,8.578651603
Acadia National Park,Acadia,NE,ME,ACAD,438584,1949,49057.36,8.940228337
Acadia National Park,Acadia,NE,ME,ACAD,485220,1950,49057.36,9.890870605
Acadia National Park,Acadia,NE,ME,ACAD,518556,1951,49057.36,10.57040167
Acadia National Park,Acadia,NE,ME,ACAD,549075,1952,49057.36,11.19251016
Acadia National Park,Acadia,NE,ME,ACAD,556195,1953,49057.36,11.33764638
Acadia National Park,Acadia,NE,ME,ACAD,553800,1954,49057.36,11.28882598
Acadia National Park,Acadia,NE,ME,ACAD,655000,1955,49057.36,13.35171726
Acadia National Park,Acadia,NE,ME,ACAD,735500,1956,49057.36,14.9926535
Acadia National Park,Acadia,NE,ME,ACAD,858900,1957,49057.36,17.50807626
Acadia National Park,Acadia,NE,ME,ACAD,816500,1958,49057.36,16.64378189
Acadia National Park,Acadia,NE,ME,ACAD,755900,1959,49057.36,15.40849324
Acadia National Park,Acadia,NE,ME,ACAD,1638200,1960,49057.36,33.39356215
Acadia National Park,Acadia,NE,ME,ACAD,1574600,1961,49057.36,32.0971206
Acadia National Park,Acadia,NE,ME,ACAD,1601500,1962,49057.36,32.6454583
Acadia National Park,Acadia,NE,ME,ACAD,1864800,1963,49057.36,38.01264479
Acadia National Park,Acadia,NE,ME,ACAD,2011600,1964,49057.36,41.0050602
Acadia National Park,Acadia,NE,ME,ACAD,1733600,1965,49057.36,35.33822448
Acadia National Park,Acadia,NE,ME,ACAD,2158400,1966,49057.36,43.99747561
Acadia National Park,Acadia,NE,ME,ACAD,2102000,1967,49057.36,42.84780102
Acadia National Park,Acadia,NE,ME,ACAD,2303300,1968,49057.36,46.95116085
Acadia National Park,Acadia,NE,ME,ACAD,2489800,1969,49057.36,50.75283301
Acadia National Park,Acadia,NE,ME,ACAD,2776300,1970,49057.36,56.59293529
Acadia National Park,Acadia,NE,ME,ACAD,2101100,1971,49057.36,42.82945515
Acadia National Park,Acadia,NE,ME,ACAD,2285881,1972,49057.36,46.5960867
Acadia National Park,Acadia,NE,ME,ACAD,2394000,1973,49057.36,48.80001696
Acadia National Park,Acadia,NE,ME,ACAD,2335800,1974,49057.36,47.61365063
Acadia National Park,Acadia,NE,ME,ACAD,2380500,1975,49057.36,48.52482889
Acadia National Park,Acadia,NE,ME,ACAD,2353300,1976,49057.36,47.9703759
Acadia National Park,Acadia,NE,ME,ACAD,2734600,1977,49057.36,55.74290993
Acadia National Park,Acadia,NE,ME,ACAD,2684933,1978,49057.36,54.73048285
Acadia National Park,Acadia,NE,ME,ACAD,2787366,1979,49057.36,56.81850797
Acadia National Park,Acadia,NE,ME,ACAD,2779666,1980,49057.36,56.66154885
Acadia National Park,Acadia,NE,ME,ACAD,2997972,1981,49057.36,61.1115641
Acadia National Park,Acadia,NE,ME,ACAD,3572114,1982,49057.36,72.81504753
Acadia National Park,Acadia,NE,ME,ACAD,4124639,1983,49057.36,84.07788352
Acadia National Park,Acadia,NE,ME,ACAD,3734763,1984,49057.36,76.13053373
Acadia National Park,Acadia,NE,ME,ACAD,3745570,1985,49057.36,76.35082687
Acadia National Park,Acadia,NE,ME,ACAD,3929054,1986,49057.36,80.09101998
Acadia National Park,Acadia,NE,ME,ACAD,4288154,1987,49057.36,87.41102253
Acadia National Park,Acadia,NE,ME,ACAD,4502283,1988,49057.36,91.77589255
Acadia National Park,Acadia,NE,ME,ACAD,5440952,1989,49057.36,110.9100041
Acadia National Park,Acadia,NE,ME,ACAD,2339591,1990,49057.36,47.69092752
Acadia National Park,Acadia,NE,ME,ACAD,2475857,1991,49057.36,50.4686147
Acadia National Park,Acadia,NE,ME,ACAD,2382113,1992,49057.36,48.55770877
Acadia National Park,Acadia,NE,ME,ACAD,2656034,1993,49057.36,54.14139693
Acadia National Park,Acadia,NE,ME,ACAD,2710749,1994,49057.36,55.25672397
Acadia National Park,Acadia,NE,ME,ACAD,2845378,1995,49057.36,58.00104205
Acadia National Park,Acadia,NE,ME,ACAD,2704831,1996,49057.36,55.13608967
Acadia National Park,Acadia,NE,ME,ACAD,2760306,1997,49057.36,56.26690878
Acadia National Park,Acadia,NE,ME,ACAD,2594497,1998,49057.36,52.88700819
Acadia National Park,Acadia,NE,ME,ACAD,2602227,1999,49057.36,53.04457884
Acadia National Park,Acadia,NE,ME,ACAD,2469238,2.00E+03,49057.36,50.33369101
Acadia National Park,Acadia,NE,ME,ACAD,2516551,2001,49057.36,51.29813345
Acadia National Park,Acadia,NE,ME,ACAD,2558572,2002,49057.36,52.15470217
Acadia National Park,Acadia,NE,ME,ACAD,2431062,2003,49057.36,49.55549993
Acadia National Park,Acadia,NE,ME,ACAD,2207847,2004,49057.36,45.00541815
Acadia National Park,Acadia,NE,ME,ACAD,2051484,2005,49057.36,41.81806767
Acadia National Park,Acadia,NE,ME,ACAD,2083588,2006,49057.36,42.47248527
Acadia National Park,Acadia,NE,ME,ACAD,2202228,2007,49057.36,44.89087876
Acadia National Park,Acadia,NE,ME,ACAD,2075857,2008,49057.36,42.31489424
Acadia National Park,Acadia,NE,ME,ACAD,2227698,2009,49057.36,45.41006691
Acadia National Park,Acadia,NE,ME,ACAD,2504208,2010,49057.36,51.04653002
Acadia National Park,Acadia,NE,ME,ACAD,2374645,2011,49057.36,48.40547881
Acadia National Park,Acadia,NE,ME,ACAD,2431052,2012,49057.36,49.55529609
Acadia National Park,Acadia,NE,ME,ACAD,2254922,2013,49057.36,45.96500912
Acadia National Park,Acadia,NE,ME,ACAD,2563129,2014,49057.36,52.24759343
Acadia National Park,Acadia,NE,ME,ACAD,2811184,2015,49057.36,57.30402125
Acadia National Park,Acadia,NE,ME,ACAD,3303393,2016,49057.36,67.33735774
Arches National Park,Arches,IM,UT,ARCH,500,1929,76678.98,0.006520692
Arches National Park,Arches,IM,UT,ARCH,400,1930,76678.98,0.005216553
Arches National Park,Arches,IM,UT,ARCH,405,1931,76678.98,0.00528176
Arches National Park,Arches,IM,UT,ARCH,480,1932,76678.98,0.006259864
Arches National Park,Arches,IM,UT,ARCH,425,1933,76678.98,0.005542588
Arches National Park,Arches,IM,UT,ARCH,275,1934,76678.98,0.003586381
Arches National Park,Arches,IM,UT,ARCH,300,1935,76678.98,0.003912415
Arches National Park,Arches,IM,UT,ARCH,400,1936,76678.98,0.005216553
Arches National Park,Arches,IM,UT,ARCH,1000,1937,76678.98,0.013041384
Arches National Park,Arches,IM,UT,ARCH,1448,1938,76678.98,0.018883924
Arches National Park,Arches,IM,UT,ARCH,1775,1939,76678.98,0.023148456
Arches National Park,Arches,IM,UT,ARCH,2512,1940,76678.98,0.032759956
Arches National Park,Arches,IM,UT,ARCH,3737,1941,76678.98,0.048735651
Arches National Park,Arches,IM,UT,ARCH,1205,1942,76678.98,0.015714867
Arches National Park,Arches,IM,UT,ARCH,776,1943,76678.98,0.010120114
Arches National Park,Arches,IM,UT,ARCH,642,1944,76678.98,0.008372568
Arches National Park,Arches,IM,UT,ARCH,682,1945,76678.98,0.008894224
Arches National Park,Arches,IM,UT,ARCH,2301,1946,76678.98,0.030008224
Arches National Park,Arches,IM,UT,ARCH,5028,1947,76678.98,0.065572077
Arches National Park,Arches,IM,UT,ARCH,8870,1948,76678.98,0.115677073
Arches National Park,Arches,IM,UT,ARCH,13270,1949,76678.98,0.173059162
Arches National Park,Arches,IM,UT,ARCH,16257,1950,76678.98,0.212013775
Arches National Park,Arches,IM,UT,ARCH,18603,1951,76678.98,0.242608861
Arches National Park,Arches,IM,UT,ARCH,28683,1952,76678.98,0.374066009
Arches National Park,Arches,IM,UT,ARCH,30853,1953,76678.98,0.402365811
Arches National Park,Arches,IM,UT,ARCH,31300,1954,76678.98,0.40819531
Arches National Park,Arches,IM,UT,ARCH,31800,1955,76678.98,0.414716002
Arches National Park,Arches,IM,UT,ARCH,28500,1956,76678.98,0.371679435
Arches National Park,Arches,IM,UT,ARCH,25400,1957,76678.98,0.331251146
Arches National Park,Arches,IM,UT,ARCH,40100,1958,76678.98,0.522959486
Arches National Park,Arches,IM,UT,ARCH,59800,1959,76678.98,0.779874745
Arches National Park,Arches,IM,UT,ARCH,71600,1960,76678.98,0.933763073
Arches National Park,Arches,IM,UT,ARCH,90700,1961,76678.98,1.182853502
Arches National Park,Arches,IM,UT,ARCH,105700,1962,76678.98,1.378474257
Arches National Park,Arches,IM,UT,ARCH,118200,1963,76678.98,1.541491553
Arches National Park,Arches,IM,UT,ARCH,99700,1964,76678.98,1.300225955
Arches National Park,Arches,IM,UT,ARCH,143900,1965,76678.98,1.876655115
Arches National Park,Arches,IM,UT,ARCH,128000,1966,76678.98,1.669297114
Arches National Park,Arches,IM,UT,ARCH,120300,1967,76678.98,1.568878459
Arches National Park,Arches,IM,UT,ARCH,135600,1968,76678.98,1.76841163
Arches National Park,Arches,IM,UT,ARCH,162600,1969,76678.98,2.12052899
Arches National Park,Arches,IM,UT,ARCH,178500,1970,76678.98,2.327886991
Arches National Park,Arches,IM,UT,ARCH,202100,1971,76678.98,2.635663646
Arches National Park,Arches,IM,UT,ARCH,225128,1972,76678.98,2.93598063
Arches National Park,Arches,IM,UT,ARCH,274900,1973,76678.98,3.585076379
Arches National Park,Arches,IM,UT,ARCH,166900,1974,76678.98,2.17660694
Arches National Park,Arches,IM,UT,ARCH,236100,1975,76678.98,3.079070692
Arches National Park,Arches,IM,UT,ARCH,294800,1976,76678.98,3.844599915
Arches National Park,Arches,IM,UT,ARCH,313400,1977,76678.98,4.087169652
Arches National Park,Arches,IM,UT,ARCH,326948,1978,76678.98,4.263854318
Arches National Park,Arches,IM,UT,ARCH,269840,1979,76678.98,3.519086978
Arches National Park,Arches,IM,UT,ARCH,290519,1980,76678.98,3.788769752
Arches National Park,Arches,IM,UT,ARCH,326508,1981,76678.98,4.25811611
Arches National Park,Arches,IM,UT,ARCH,339415,1982,76678.98,4.426441249
Arches National Park,Arches,IM,UT,ARCH,287875,1983,76678.98,3.754288333
Arches National Park,Arches,IM,UT,ARCH,345180,1984,76678.98,4.501624826
Arches National Park,Arches,IM,UT,ARCH,363464,1985,76678.98,4.740073486
Arches National Park,Arches,IM,UT,ARCH,419444,1986,76678.98,5.470130145
Arches National Park,Arches,IM,UT,ARCH,468916,1987,76678.98,6.11531348
Arches National Park,Arches,IM,UT,ARCH,520455,1988,76678.98,6.787453354
Arches National Park,Arches,IM,UT,ARCH,555809,1989,76678.98,7.248518434
Arches National Park,Arches,IM,UT,ARCH,620719,1990,76678.98,8.09503465
Arches National Park,Arches,IM,UT,ARCH,705882,1991,76678.98,9.20567801
Arches National Park,Arches,IM,UT,ARCH,799831,1992,76678.98,10.43090297
Arches National Park,Arches,IM,UT,ARCH,773678,1993,76678.98,10.08983166
Arches National Park,Arches,IM,UT,ARCH,777178,1994,76678.98,10.1354765
Arches National Park,Arches,IM,UT,ARCH,859374,1995,76678.98,11.20742608
Arches National Park,Arches,IM,UT,ARCH,856016,1996,76678.98,11.16363311
Arches National Park,Arches,IM,UT,ARCH,858525,1997,76678.98,11.19635394
Arches National Park,Arches,IM,UT,ARCH,837161,1998,76678.98,10.91773782
Arches National Park,Arches,IM,UT,ARCH,869980,1999,76678.98,11.34574299
Arches National Park,Arches,IM,UT,ARCH,786429,2.00E+03,76678.98,10.25612234
Arches National Park,Arches,IM,UT,ARCH,754026,2001,76678.98,9.833542387
Arches National Park,Arches,IM,UT,ARCH,769672,2002,76678.98,10.03758788
Arches National Park,Arches,IM,UT,ARCH,757781,2003,76678.98,9.882512783
Arches National Park,Arches,IM,UT,ARCH,733131,2004,76678.98,9.561042674
Arches National Park,Arches,IM,UT,ARCH,781670,2005,76678.98,10.1940584
Arches National Park,Arches,IM,UT,ARCH,833049,2006,76678.98,10.86411165
Arches National Park,Arches,IM,UT,ARCH,860181,2007,76678.98,11.21795047
Arches National Park,Arches,IM,UT,ARCH,928795,2008,76678.98,12.11277197
Arches National Park,Arches,IM,UT,ARCH,996312,2009,76678.98,12.99328708
Arches National Park,Arches,IM,UT,ARCH,1014405,2010,76678.98,13.22924483
Arches National Park,Arches,IM,UT,ARCH,1040758,2011,76678.98,13.57292442
Arches National Park,Arches,IM,UT,ARCH,1070577,2012,76678.98,13.96180544
Arches National Park,Arches,IM,UT,ARCH,1082866,2013,76678.98,14.122071
Arches National Park,Arches,IM,UT,ARCH,1284767,2014,76678.98,16.75513941
Arches National Park,Arches,IM,UT,ARCH,1399247,2015,76678.98,18.24811702
Arches National Park,Arches,IM,UT,ARCH,1585718,2016,76678.98,20.67995688
Badlands National Park,Badlands,MW,SD,BADL,205100,1939,242755.94,0.844881489
Badlands National Park,Badlands,MW,SD,BADL,181993,1940,242755.94,0.749695352
Badlands National Park,Badlands,MW,SD,BADL,252248,1941,242755.94,1.039101247
Badlands National Park,Badlands,MW,SD,BADL,86256,1942,242755.94,0.355319833
Badlands National Park,Badlands,MW,SD,BADL,10149,1943,242755.94,0.041807422
Badlands National Park,Badlands,MW,SD,BADL,10349,1944,242755.94,0.042631295
Badlands National Park,Badlands,MW,SD,BADL,31377,1945,242755.94,0.129253274
Badlands National Park,Badlands,MW,SD,BADL,230403,1946,242755.94,0.949113748
Badlands National Park,Badlands,MW,SD,BADL,339843,1947,242755.94,1.399936908
Badlands National Park,Badlands,MW,SD,BADL,384133,1948,242755.94,1.582383525
Badlands National Park,Badlands,MW,SD,BADL,373076,1949,242755.94,1.536835721
Badlands National Park,Badlands,MW,SD,BADL,447654,1950,242755.94,1.844049624
Badlands National Park,Badlands,MW,SD,BADL,607965,1951,242755.94,2.504428934
Badlands National Park,Badlands,MW,SD,BADL,580902,1952,242755.94,2.392946595
Badlands National Park,Badlands,MW,SD,BADL,658691,1953,242755.94,2.713387775
Badlands National Park,Badlands,MW,SD,BADL,665000,1954,242755.94,2.739376841
Badlands National Park,Badlands,MW,SD,BADL,630900,1955,242755.94,2.59890654
Badlands National Park,Badlands,MW,SD,BADL,663200,1956,242755.94,2.731961986
Badlands National Park,Badlands,MW,SD,BADL,701100,1957,242755.94,2.888085869
Badlands National Park,Badlands,MW,SD,BADL,810800,1958,242755.94,3.339980064
Badlands National Park,Badlands,MW,SD,BADL,825200,1959,242755.94,3.399298901
Badlands National Park,Badlands,MW,SD,BADL,878600,1960,242755.94,3.619272921
Badlands National Park,Badlands,MW,SD,BADL,833300,1961,242755.94,3.432665747
Badlands National Park,Badlands,MW,SD,BADL,1044800,1962,242755.94,4.303911163
Badlands National Park,Badlands,MW,SD,BADL,1074000,1963,242755.94,4.424196582
Badlands National Park,Badlands,MW,SD,BADL,1079800,1964,242755.94,4.448088891
Badlands National Park,Badlands,MW,SD,BADL,1091300,1965,242755.94,4.495461573
Badlands National Park,Badlands,MW,SD,BADL,1094800,1966,242755.94,4.509879346
Badlands National Park,Badlands,MW,SD,BADL,1188700,1967,242755.94,4.896687595
Badlands National Park,Badlands,MW,SD,BADL,1194600,1968,242755.94,4.920991841
Badlands National Park,Badlands,MW,SD,BADL,1221300,1969,242755.94,5.030978851
Badlands National Park,Badlands,MW,SD,BADL,1303100,1970,242755.94,5.367942799
Badlands National Park,Badlands,MW,SD,BADL,1282000,1971,242755.94,5.281024225
Badlands National Park,Badlands,MW,SD,BADL,1274600,1972,242755.94,5.250540934
Badlands National Park,Badlands,MW,SD,BADL,1387900,1973,242755.94,5.717264838
Badlands National Park,Badlands,MW,SD,BADL,1205300,1974,242755.94,4.965069032
Badlands National Park,Badlands,MW,SD,BADL,1153200,1975,242755.94,4.750450185
Badlands National Park,Badlands,MW,SD,BADL,1210100,1976,242755.94,4.984841978
Badlands National Park,Badlands,MW,SD,BADL,1305400,1977,242755.94,5.377417335
Badlands National Park,Badlands,MW,SD,BADL,1234915,1978,242755.94,5.087063987
Badlands National Park,Badlands,MW,SD,BADL,858000,1979,242755.94,3.534414029
Badlands National Park,Badlands,MW,SD,BADL,952652,1980,242755.94,3.924320039
Badlands National Park,Badlands,MW,SD,BADL,1175952,1981,242755.94,4.844173947
Badlands National Park,Badlands,MW,SD,BADL,1030484,1982,242755.94,4.244938352
Badlands National Park,Badlands,MW,SD,BADL,1026981,1983,242755.94,4.230508222
Badlands National Park,Badlands,MW,SD,BADL,1113675,1984,242755.94,4.587632336
Badlands National Park,Badlands,MW,SD,BADL,950242,1985,242755.94,3.914392373
Badlands National Park,Badlands,MW,SD,BADL,1025630,1986,242755.94,4.224942961
Badlands National Park,Badlands,MW,SD,BADL,1174398,1987,242755.94,4.837772456
Badlands National Park,Badlands,MW,SD,BADL,1110040,1988,242755.94,4.572658449
Badlands National Park,Badlands,MW,SD,BADL,1237956,1989,242755.94,5.099590972
Badlands National Park,Badlands,MW,SD,BADL,1326475,1990,242755.94,5.464232925
Badlands National Park,Badlands,MW,SD,BADL,1518396,1991,242755.94,6.25482532
Badlands National Park,Badlands,MW,SD,BADL,1205297,1992,242755.94,4.965056674
Badlands National Park,Badlands,MW,SD,BADL,1179458,1993,242755.94,4.858616436
Badlands National Park,Badlands,MW,SD,BADL,1130459,1994,242755.94,4.656771735
Badlands National Park,Badlands,MW,SD,BADL,1075569,1995,242755.94,4.430659864
Badlands National Park,Badlands,MW,SD,BADL,1024705,1996,242755.94,4.22113255
Badlands National Park,Badlands,MW,SD,BADL,970696,1997,242755.94,3.998649837
Badlands National Park,Badlands,MW,SD,BADL,1021049,1998,242755.94,4.206072156
Badlands National Park,Badlands,MW,SD,BADL,950453,1999,242755.94,3.915261559
Badlands National Park,Badlands,MW,SD,BADL,1105824,2.00E+03,242755.94,4.555291211
Badlands National Park,Badlands,MW,SD,BADL,955469,2001,242755.94,3.935924287
Badlands National Park,Badlands,MW,SD,BADL,908898,2002,242755.94,3.744081401
Badlands National Park,Badlands,MW,SD,BADL,871034,2003,242755.94,3.588105815
Badlands National Park,Badlands,MW,SD,BADL,936030,2004,242755.94,3.855847976
Badlands National Park,Badlands,MW,SD,BADL,909146,2005,242755.94,3.745103003
Badlands National Park,Badlands,MW,SD,BADL,840118,2006,242755.94,3.460751568
Badlands National Park,Badlands,MW,SD,BADL,886654,2007,242755.94,3.652450276
Badlands National Park,Badlands,MW,SD,BADL,845734,2008,242755.94,3.483885914
Badlands National Park,Badlands,MW,SD,BADL,933918,2009,242755.94,3.84714788
Badlands National Park,Badlands,MW,SD,BADL,977778,2010,242755.94,4.027823171
Badlands National Park,Badlands,MW,SD,BADL,870741,2011,242755.94,3.586898842
Badlands National Park,Badlands,MW,SD,BADL,883406,2012,242755.94,3.639070583
Badlands National Park,Badlands,MW,SD,BADL,892372,2013,242755.94,3.676004797
Badlands National Park,Badlands,MW,SD,BADL,868094,2014,242755.94,3.575994886
Badlands National Park,Badlands,MW,SD,BADL,989354,2015,242755.94,4.075508925
Badlands National Park,Badlands,MW,SD,BADL,996263,2016,242755.94,4.103969608
Big Bend National Park,Big Bend,IM,TX,BIBE,1409,1944,801163.21,0.001758693
Big Bend National Park,Big Bend,IM,TX,BIBE,3205,1945,801163.21,0.004000433
Big Bend National Park,Big Bend,IM,TX,BIBE,10037,1946,801163.21,0.012528034
Big Bend National Park,Big Bend,IM,TX,BIBE,28652,1947,801163.21,0.035763
Big Bend National Park,Big Bend,IM,TX,BIBE,45670,1948,801163.21,0.057004615
Big Bend National Park,Big Bend,IM,TX,BIBE,62150,1949,801163.21,0.077574705
Big Bend National Park,Big Bend,IM,TX,BIBE,70325,1950,801163.21,0.087778619
Big Bend National Park,Big Bend,IM,TX,BIBE,84051,1951,801163.21,0.104911208
Big Bend National Park,Big Bend,IM,TX,BIBE,94367,1952,801163.21,0.117787486
Big Bend National Park,Big Bend,IM,TX,BIBE,86635,1953,801163.21,0.108136518
Big Bend National Park,Big Bend,IM,TX,BIBE,67300,1954,801163.21,0.084002859
Big Bend National Park,Big Bend,IM,TX,BIBE,81000,1955,801163.21,0.101102995
Big Bend National Park,Big Bend,IM,TX,BIBE,89700,1956,801163.21,0.111962206
Big Bend National Park,Big Bend,IM,TX,BIBE,75000,1957,801163.21,0.093613884
Big Bend National Park,Big Bend,IM,TX,BIBE,72600,1958,801163.21,0.09061824
Big Bend National Park,Big Bend,IM,TX,BIBE,70400,1959,801163.21,0.087872233
Big Bend National Park,Big Bend,IM,TX,BIBE,75900,1960,801163.21,0.094737251
Big Bend National Park,Big Bend,IM,TX,BIBE,90600,1961,801163.21,0.113085572
Big Bend National Park,Big Bend,IM,TX,BIBE,91000,1962,801163.21,0.113584846
Big Bend National Park,Big Bend,IM,TX,BIBE,114200,1963,801163.21,0.142542741
Big Bend National Park,Big Bend,IM,TX,BIBE,119700,1964,801163.21,0.149407759
Big Bend National Park,Big Bend,IM,TX,BIBE,174600,1965,801163.21,0.217933123
Big Bend National Park,Big Bend,IM,TX,BIBE,163500,1966,801163.21,0.204078268
Big Bend National Park,Big Bend,IM,TX,BIBE,173300,1967,801163.21,0.216310482
Big Bend National Park,Big Bend,IM,TX,BIBE,191800,1968,801163.21,0.239401907
Big Bend National Park,Big Bend,IM,TX,BIBE,199800,1969,801163.21,0.249387388
Big Bend National Park,Big Bend,IM,TX,BIBE,172600,1970,801163.21,0.215436752
Big Bend National Park,Big Bend,IM,TX,BIBE,205000,1971,801163.21,0.25587795
Big Bend National Park,Big Bend,IM,TX,BIBE,240904,1972,801163.21,0.300692789
Big Bend National Park,Big Bend,IM,TX,BIBE,283300,1973,801163.21,0.353610845
Big Bend National Park,Big Bend,IM,TX,BIBE,158700,1974,801163.21,0.198086979
Big Bend National Park,Big Bend,IM,TX,BIBE,275500,1975,801163.21,0.343875001
Big Bend National Park,Big Bend,IM,TX,BIBE,378600,1976,801163.21,0.472562888
Big Bend National Park,Big Bend,IM,TX,BIBE,334000,1977,801163.21,0.416893831
Big Bend National Park,Big Bend,IM,TX,BIBE,301198,1978,801163.21,0.375950863
Big Bend National Park,Big Bend,IM,TX,BIBE,282941,1979,801163.21,0.353162747
Big Bend National Park,Big Bend,IM,TX,BIBE,174008,1980,801163.21,0.217194197
Big Bend National Park,Big Bend,IM,TX,BIBE,167332,1981,801163.21,0.208861313
Big Bend National Park,Big Bend,IM,TX,BIBE,180144,1982,801163.21,0.224853061
Big Bend National Park,Big Bend,IM,TX,BIBE,164926,1983,801163.21,0.20585818
Big Bend National Park,Big Bend,IM,TX,BIBE,167665,1984,801163.21,0.209276959
Big Bend National Park,Big Bend,IM,TX,BIBE,188045,1985,801163.21,0.234714971
Big Bend National Park,Big Bend,IM,TX,BIBE,200622,1986,801163.21,0.250413396
Big Bend National Park,Big Bend,IM,TX,BIBE,227921,1987,801163.21,0.284487601
Big Bend National Park,Big Bend,IM,TX,BIBE,239595,1988,801163.21,0.299058915
Big Bend National Park,Big Bend,IM,TX,BIBE,281728,1989,801163.21,0.351648698
Big Bend National Park,Big Bend,IM,TX,BIBE,257378,1990,801163.21,0.321255391
Big Bend National Park,Big Bend,IM,TX,BIBE,296470,1991,801163.21,0.370049443
Big Bend National Park,Big Bend,IM,TX,BIBE,294535,1992,801163.21,0.367634205
Big Bend National Park,Big Bend,IM,TX,BIBE,327907,1993,801163.21,0.409288639
Big Bend National Park,Big Bend,IM,TX,BIBE,330417,1994,801163.21,0.412421584
Big Bend National Park,Big Bend,IM,TX,BIBE,295460,1995,801163.21,0.368788777
Big Bend National Park,Big Bend,IM,TX,BIBE,279454,1996,801163.21,0.348810325
Big Bend National Park,Big Bend,IM,TX,BIBE,305882,1997,801163.21,0.381797362
Big Bend National Park,Big Bend,IM,TX,BIBE,338442,1998,801163.21,0.422438269
Big Bend National Park,Big Bend,IM,TX,BIBE,327649,1999,801163.21,0.408966607
Big Bend National Park,Big Bend,IM,TX,BIBE,262320,2.00E+03,801163.21,0.327423922
Big Bend National Park,Big Bend,IM,TX,BIBE,328927,2001,801163.21,0.410561788
Big Bend National Park,Big Bend,IM,TX,BIBE,327747,2002,801163.21,0.40908893
Big Bend National Park,Big Bend,IM,TX,BIBE,312384,2003,801163.21,0.389913062
Big Bend National Park,Big Bend,IM,TX,BIBE,357723,2004,801163.21,0.446504527
Big Bend National Park,Big Bend,IM,TX,BIBE,398583,2005,801163.21,0.497505371
Big Bend National Park,Big Bend,IM,TX,BIBE,298717,2006,801163.21,0.372854115
Big Bend National Park,Big Bend,IM,TX,BIBE,364856,2007,801163.21,0.455407831
Big Bend National Park,Big Bend,IM,TX,BIBE,362512,2008,801163.21,0.452482085
Big Bend National Park,Big Bend,IM,TX,BIBE,363905,2009,801163.21,0.454220807
Big Bend National Park,Big Bend,IM,TX,BIBE,372330,2010,801163.21,0.464736767
Big Bend National Park,Big Bend,IM,TX,BIBE,361862,2011,801163.21,0.451670765
Big Bend National Park,Big Bend,IM,TX,BIBE,292055,2012,801163.21,0.364538706
Big Bend National Park,Big Bend,IM,TX,BIBE,316953,2013,801163.21,0.395616019
Big Bend National Park,Big Bend,IM,TX,BIBE,314102,2014,801163.21,0.392057444
Big Bend National Park,Big Bend,IM,TX,BIBE,381747,2015,801163.21,0.476490926
Big Bend National Park,Big Bend,IM,TX,BIBE,388290,2016,801163.21,0.484657801
Biscayne National Park,Biscayne,SE,FL,BISC,78147,1972,172971.11,0.45179221
Biscayne National Park,Biscayne,SE,FL,BISC,243100,1973,172971.11,1.405437012
Biscayne National Park,Biscayne,SE,FL,BISC,409700,1974,172971.11,2.368603636
